"w15_38_1nm_MoOx - RawData"
"Wavelength nm."	"Abs."
382,80	0,281
383,00	0,286
383,20	0,289
383,40	0,291
383,60	0,295
383,80	0,298
384,00	0,301
384,20	0,305
384,40	0,306
384,60	0,308
384,80	0,307
385,00	0,303
385,20	0,300
385,40	0,295
385,60	0,296
385,80	0,294
386,00	0,291
386,20	0,287
386,40	0,283
386,60	0,279
386,80	0,274
387,00	0,269
387,20	0,269
387,40	0,271
387,60	0,267
387,80	0,266
388,00	0,267
388,20	0,269
388,40	0,269
388,60	0,271
388,80	0,274
389,00	0,277
389,20	0,279
389,40	0,283
389,60	0,287
389,80	0,289
390,00	0,291
390,20	0,295
390,40	0,298
390,60	0,300
390,80	0,301
391,00	0,300
391,20	0,299
391,40	0,301
391,60	0,301
391,80	0,295
392,00	0,293
392,20	0,291
392,40	0,287
392,60	0,283
392,80	0,277
393,00	0,275
393,20	0,272
393,40	0,269
393,60	0,267
393,80	0,267
394,00	0,264
394,20	0,260
394,40	0,263
394,60	0,269
394,80	0,271
395,00	0,272
395,20	0,273
395,40	0,273
395,60	0,277
395,80	0,283
396,00	0,288
396,20	0,291
396,40	0,293
396,60	0,291
396,80	0,292
397,00	0,296
397,20	0,297
397,40	0,298
397,60	0,301
397,80	0,303
398,00	0,304
398,20	0,299
398,40	0,295
398,60	0,293
398,80	0,291
399,00	0,291
399,20	0,287
399,40	0,282
399,60	0,279
399,80	0,273
400,00	0,271
400,20	0,267
400,40	0,264
400,60	0,260
400,80	0,258
401,00	0,259
401,20	0,259
401,40	0,258
401,60	0,257
401,80	0,258
402,00	0,260
402,20	0,262
402,40	0,265
402,60	0,268
402,80	0,271
403,00	0,274
403,20	0,278
403,40	0,283
403,60	0,286
403,80	0,290
404,00	0,296
404,20	0,296
404,40	0,298
404,60	0,300
404,80	0,296
405,00	0,297
405,20	0,301
405,40	0,296
405,60	0,293
405,80	0,291
406,00	0,286
406,20	0,281
406,40	0,280
406,60	0,278
406,80	0,273
407,00	0,271
407,20	0,268
407,40	0,263
407,60	0,259
407,80	0,255
408,00	0,254
408,20	0,256
408,40	0,254
408,60	0,255
408,80	0,259
409,00	0,257
409,20	0,257
409,40	0,262
409,60	0,266
409,80	0,266
410,00	0,271
410,20	0,276
410,40	0,278
410,60	0,281
410,80	0,284
411,00	0,290
411,20	0,292
411,40	0,292
411,60	0,294
411,80	0,297
412,00	0,300
412,20	0,297
412,40	0,296
412,60	0,297
412,80	0,293
413,00	0,292
413,20	0,291
413,40	0,287
413,60	0,283
413,80	0,279
414,00	0,275
414,20	0,272
414,40	0,271
414,60	0,269
414,80	0,262
415,00	0,259
415,20	0,261
415,40	0,259
415,60	0,256
415,80	0,255
416,00	0,256
416,20	0,256
416,40	0,257
416,60	0,260
416,80	0,262
417,00	0,264
417,20	0,267
417,40	0,271
417,60	0,276
417,80	0,280
418,00	0,283
418,20	0,288
418,40	0,292
418,60	0,294
418,80	0,294
419,00	0,295
419,20	0,294
419,40	0,295
419,60	0,298
419,80	0,298
420,00	0,296
420,20	0,295
420,40	0,293
420,60	0,291
420,80	0,292
421,00	0,291
421,20	0,285
421,40	0,283
421,60	0,280
421,80	0,274
422,00	0,272
422,20	0,269
422,40	0,265
422,60	0,261
422,80	0,258
423,00	0,257
423,20	0,257
423,40	0,253
423,60	0,251
423,80	0,252
424,00	0,253
424,20	0,254
424,40	0,254
424,60	0,254
424,80	0,256
425,00	0,259
425,20	0,262
425,40	0,267
425,60	0,269
425,80	0,271
426,00	0,275
426,20	0,279
426,40	0,281
426,60	0,283
426,80	0,286
427,00	0,286
427,20	0,286
427,40	0,285
427,60	0,285
427,80	0,287
428,00	0,287
428,20	0,283
428,40	0,282
428,60	0,282
428,80	0,279
429,00	0,276
429,20	0,269
429,40	0,266
429,60	0,266
429,80	0,262
430,00	0,260
430,20	0,257
430,40	0,254
430,60	0,252
430,80	0,248
431,00	0,246
431,20	0,245
431,40	0,242
431,60	0,243
431,80	0,244
432,00	0,245
432,20	0,246
432,40	0,245
432,60	0,248
432,80	0,254
433,00	0,257
433,20	0,259
433,40	0,262
433,60	0,267
433,80	0,271
434,00	0,273
434,20	0,276
434,40	0,279
434,60	0,282
434,80	0,284
435,00	0,285
435,20	0,286
435,40	0,288
435,60	0,289
435,80	0,289
436,00	0,289
436,20	0,290
436,40	0,290
436,60	0,288
436,80	0,286
437,00	0,284
437,20	0,281
437,40	0,280
437,60	0,278
437,80	0,275
438,00	0,272
438,20	0,270
438,40	0,267
438,60	0,262
438,80	0,258
439,00	0,255
439,20	0,254
439,40	0,252
439,60	0,251
439,80	0,249
440,00	0,247
440,20	0,247
440,40	0,247
440,60	0,247
440,80	0,246
441,00	0,247
441,20	0,248
441,40	0,250
441,60	0,252
441,80	0,254
442,00	0,258
442,20	0,262
442,40	0,265
442,60	0,270
442,80	0,273
443,00	0,274
443,20	0,278
443,40	0,282
443,60	0,285
443,80	0,286
444,00	0,287
444,20	0,288
444,40	0,288
444,60	0,286
444,80	0,285
445,00	0,284
445,20	0,283
445,40	0,282
445,60	0,279
445,80	0,278
446,00	0,277
446,20	0,273
446,40	0,269
446,60	0,266
446,80	0,261
447,00	0,257
447,20	0,254
447,40	0,254
447,60	0,251
447,80	0,247
448,00	0,246
448,20	0,244
448,40	0,242
448,60	0,242
448,80	0,242
449,00	0,241
449,20	0,240
449,40	0,240
449,60	0,242
449,80	0,247
450,00	0,248
450,20	0,249
450,40	0,252
450,60	0,254
450,80	0,256
451,00	0,259
451,20	0,264
451,40	0,266
451,60	0,269
451,80	0,273
452,00	0,274
452,20	0,276
452,40	0,277
452,60	0,279
452,80	0,280
453,00	0,281
453,20	0,282
453,40	0,281
453,60	0,281
453,80	0,283
454,00	0,282
454,20	0,281
454,40	0,278
454,60	0,275
454,80	0,272
455,00	0,271
455,20	0,271
455,40	0,269
455,60	0,265
455,80	0,263
456,00	0,260
456,20	0,258
456,40	0,256
456,60	0,255
456,80	0,254
457,00	0,249
457,20	0,247
457,40	0,247
457,60	0,242
457,80	0,239
458,00	0,241
458,20	0,244
458,40	0,247
458,60	0,248
458,80	0,246
459,00	0,248
459,20	0,252
459,40	0,255
459,60	0,256
459,80	0,258
460,00	0,262
460,20	0,266
460,40	0,270
460,60	0,273
460,80	0,275
461,00	0,279
461,20	0,283
461,40	0,284
461,60	0,285
461,80	0,287
462,00	0,289
462,20	0,290
462,40	0,291
462,60	0,293
462,80	0,293
463,00	0,294
463,20	0,295
463,40	0,294
463,60	0,291
463,80	0,289
464,00	0,289
464,20	0,287
464,40	0,284
464,60	0,280
464,80	0,277
465,00	0,275
465,20	0,272
465,40	0,269
465,60	0,266
465,80	0,263
466,00	0,260
466,20	0,257
466,40	0,253
466,60	0,251
466,80	0,250
467,00	0,248
467,20	0,244
467,40	0,243
467,60	0,242
467,80	0,242
468,00	0,242
468,20	0,241
468,40	0,241
468,60	0,242
468,80	0,241
469,00	0,243
469,20	0,246
469,40	0,248
469,60	0,250
469,80	0,252
470,00	0,253
470,20	0,254
470,40	0,257
470,60	0,260
470,80	0,262
471,00	0,264
471,20	0,270
471,40	0,271
471,60	0,271
471,80	0,273
472,00	0,276
472,20	0,277
472,40	0,277
472,60	0,280
472,80	0,281
473,00	0,281
473,20	0,282
473,40	0,283
473,60	0,282
473,80	0,278
474,00	0,276
474,20	0,275
474,40	0,274
474,60	0,271
474,80	0,268
475,00	0,265
475,20	0,262
475,40	0,261
475,60	0,259
475,80	0,255
476,00	0,250
476,20	0,246
476,40	0,242
476,60	0,240
476,80	0,237
477,00	0,234
477,20	0,233
477,40	0,232
477,60	0,232
477,80	0,230
478,00	0,229
478,20	0,232
478,40	0,234
478,60	0,234
478,80	0,232
479,00	0,232
479,20	0,236
479,40	0,239
479,60	0,240
479,80	0,241
480,00	0,241
480,20	0,246
480,40	0,251
480,60	0,255
480,80	0,258
481,00	0,259
481,20	0,261
481,40	0,265
481,60	0,268
481,80	0,270
482,00	0,272
482,20	0,272
482,40	0,273
482,60	0,275
482,80	0,276
483,00	0,276
483,20	0,277
483,40	0,279
483,60	0,279
483,80	0,277
484,00	0,277
484,20	0,276
484,40	0,276
484,60	0,274
484,80	0,272
485,00	0,271
485,20	0,269
485,40	0,266
485,60	0,263
485,80	0,260
486,00	0,256
486,20	0,253
486,40	0,252
486,60	0,251
486,80	0,247
487,00	0,244
487,20	0,242
487,40	0,242
487,60	0,240
487,80	0,238
488,00	0,236
488,20	0,237
488,40	0,238
488,60	0,238
488,80	0,238
489,00	0,237
489,20	0,236
489,40	0,236
489,60	0,238
489,80	0,239
490,00	0,241
490,20	0,242
490,40	0,245
490,60	0,248
490,80	0,251
491,00	0,256
491,20	0,259
491,40	0,262
491,60	0,264
491,80	0,267
492,00	0,269
492,20	0,270
492,40	0,272
492,60	0,275
492,80	0,278
493,00	0,279
493,20	0,282
493,40	0,284
493,60	0,283
493,80	0,283
494,00	0,283
494,20	0,282
494,40	0,282
494,60	0,282
494,80	0,282
495,00	0,281
495,20	0,279
495,40	0,276
495,60	0,274
495,80	0,272
496,00	0,269
496,20	0,268
496,40	0,267
496,60	0,266
496,80	0,262
497,00	0,258
497,20	0,254
497,40	0,252
497,60	0,251
497,80	0,249
498,00	0,246
498,20	0,241
498,40	0,238
498,60	0,238
498,80	0,236
499,00	0,233
499,20	0,231
499,40	0,230
499,60	0,231
499,80	0,231
500,00	0,231
500,20	0,230
500,40	0,231
