"background_w15_70 - RawData"
"Wavelength nm."	"Abs."
319,80	0,340
320,00	0,335
320,20	0,333
320,40	0,327
320,60	0,320
320,80	0,313
321,00	0,307
321,20	0,304
321,40	0,299
321,60	0,301
321,80	0,309
322,00	0,314
322,20	0,318
322,40	0,323
322,60	0,325
322,80	0,328
323,00	0,334
323,20	0,338
323,40	0,333
323,60	0,330
323,80	0,329
324,00	0,323
324,20	0,316
324,40	0,316
324,60	0,313
324,80	0,307
325,00	0,305
325,20	0,295
325,40	0,290
325,60	0,295
325,80	0,297
326,00	0,301
326,20	0,308
326,40	0,311
326,60	0,316
326,80	0,322
327,00	0,322
327,20	0,322
327,40	0,320
327,60	0,319
327,80	0,320
328,00	0,322
328,20	0,326
328,40	0,322
328,60	0,310
328,80	0,298
329,00	0,296
329,20	0,300
329,40	0,297
329,60	0,289
329,80	0,286
330,00	0,292
330,20	0,302
330,40	0,306
330,60	0,303
330,80	0,307
331,00	0,313
331,20	0,317
331,40	0,326
331,60	0,324
331,80	0,318
332,00	0,321
332,20	0,318
332,40	0,315
332,60	0,314
332,80	0,309
333,00	0,296
333,20	0,289
333,40	0,289
333,60	0,287
333,80	0,288
334,00	0,285
334,20	0,291
334,40	0,297
334,60	0,299
334,80	0,302
335,00	0,305
335,20	0,307
335,40	0,314
335,60	0,319
335,80	0,319
336,00	0,322
336,20	0,317
336,40	0,312
336,60	0,312
336,80	0,310
337,00	0,302
337,20	0,296
337,40	0,290
337,60	0,287
337,80	0,290
338,00	0,295
338,20	0,299
338,40	0,296
338,60	0,291
338,80	0,299
339,00	0,309
339,20	0,316
339,40	0,325
339,60	0,324
339,80	0,323
340,00	0,330
340,20	0,335
340,40	0,329
340,60	0,322
340,80	0,322
341,00	0,321
341,20	0,312
341,40	0,306
341,60	0,306
341,80	0,302
342,00	0,297
342,20	0,292
342,40	0,289
342,60	0,285
342,80	0,285
343,00	0,295
343,20	0,300
343,40	0,297
343,60	0,303
343,80	0,308
344,00	0,312
344,20	0,317
344,40	0,322
344,60	0,321
344,80	0,315
345,00	0,310
345,20	0,304
345,40	0,305
345,60	0,309
345,80	0,305
346,00	0,294
346,20	0,292
346,40	0,293
346,60	0,291
346,80	0,286
347,00	0,277
347,20	0,274
347,40	0,275
347,60	0,283
347,80	0,284
348,00	0,287
348,20	0,298
348,40	0,296
348,60	0,301
348,80	0,309
349,00	0,313
349,20	0,311
349,40	0,306
349,60	0,311
349,80	0,312
350,00	0,308
350,20	0,304
350,40	0,297
350,60	0,289
350,80	0,285
351,00	0,281
351,20	0,281
351,40	0,279
351,60	0,277
351,80	0,278
352,00	0,279
352,20	0,279
352,40	0,285
352,60	0,294
352,80	0,296
353,00	0,297
353,20	0,299
353,40	0,306
353,60	0,316
353,80	0,316
354,00	0,312
354,20	0,314
354,40	0,317
354,60	0,312
354,80	0,307
355,00	0,298
355,20	0,292
355,40	0,285
355,60	0,277
355,80	0,275
356,00	0,275
356,20	0,277
356,40	0,275
356,60	0,278
356,80	0,285
357,00	0,285
357,20	0,283
357,40	0,293
357,60	0,299
357,80	0,294
358,00	0,298
358,20	0,310
358,40	0,318
358,60	0,318
358,80	0,314
359,00	0,317
359,20	0,315
359,40	0,309
359,60	0,307
359,80	0,299
360,00	0,286
360,20	0,283
360,40	0,283
360,60	0,280
360,80	0,275
361,00	0,272
361,20	0,270
361,40	0,274
361,60	0,283
361,80	0,290
362,00	0,287
362,20	0,285
362,40	0,293
362,60	0,302
362,80	0,303
363,00	0,304
363,20	0,311
363,40	0,317
363,60	0,319
363,80	0,316
364,00	0,312
364,20	0,314
364,40	0,318
364,60	0,321
364,80	0,315
365,00	0,307
365,20	0,304
365,40	0,298
365,60	0,291
365,80	0,286
366,00	0,284
366,20	0,279
366,40	0,279
366,60	0,277
366,80	0,271
367,00	0,271
367,20	0,271
367,40	0,269
367,60	0,271
367,80	0,277
368,00	0,286
368,20	0,294
368,40	0,295
368,60	0,302
368,80	0,308
369,00	0,306
369,20	0,305
369,40	0,306
369,60	0,310
369,80	0,308
370,00	0,304
370,20	0,302
370,40	0,298
370,60	0,292
370,80	0,288
371,00	0,284
371,20	0,275
371,40	0,271
371,60	0,267
371,80	0,264
372,00	0,266
372,20	0,267
372,40	0,263
372,60	0,264
372,80	0,270
373,00	0,273
373,20	0,275
373,40	0,281
373,60	0,291
373,80	0,300
374,00	0,306
374,20	0,309
374,40	0,314
374,60	0,314
374,80	0,310
375,00	0,309
375,20	0,309
375,40	0,308
375,60	0,304
375,80	0,298
376,00	0,298
376,20	0,294
376,40	0,284
376,60	0,279
376,80	0,278
377,00	0,276
377,20	0,275
377,40	0,271
377,60	0,264
377,80	0,262
378,00	0,267
378,20	0,271
378,40	0,274
378,60	0,277
378,80	0,279
379,00	0,283
379,20	0,288
379,40	0,294
379,60	0,298
379,80	0,298
380,00	0,298
380,20	0,304
380,40	0,308
380,60	0,307
380,80	0,304
381,00	0,303
381,20	0,303
381,40	0,299
381,60	0,296
381,80	0,291
382,00	0,286
382,20	0,284
382,40	0,282
382,60	0,278
382,80	0,271
383,00	0,267
383,20	0,264
383,40	0,262
383,60	0,262
383,80	0,262
384,00	0,261
384,20	0,262
384,40	0,265
384,60	0,270
384,80	0,276
385,00	0,282
385,20	0,286
385,40	0,291
385,60	0,297
385,80	0,300
386,00	0,302
386,20	0,302
386,40	0,304
386,60	0,310
386,80	0,310
387,00	0,307
387,20	0,306
387,40	0,303
387,60	0,299
387,80	0,298
388,00	0,294
388,20	0,287
388,40	0,282
388,60	0,278
388,80	0,276
389,00	0,270
389,20	0,269
389,40	0,267
389,60	0,263
389,80	0,265
390,00	0,264
390,20	0,264
390,40	0,269
390,60	0,272
390,80	0,271
391,00	0,275
391,20	0,281
391,40	0,287
391,60	0,294
391,80	0,297
392,00	0,300
392,20	0,301
392,40	0,304
392,60	0,306
392,80	0,308
393,00	0,310
393,20	0,306
393,40	0,305
393,60	0,302
393,80	0,297
394,00	0,294
394,20	0,291
394,40	0,287
394,60	0,283
394,80	0,278
395,00	0,275
395,20	0,270
395,40	0,263
395,60	0,259
395,80	0,257
396,00	0,257
396,20	0,259
396,40	0,259
396,60	0,261
396,80	0,263
397,00	0,262
397,20	0,265
397,40	0,271
397,60	0,275
397,80	0,279
398,00	0,282
398,20	0,287
398,40	0,290
398,60	0,291
398,80	0,295
399,00	0,294
399,20	0,293
399,40	0,295
399,60	0,297
399,80	0,294
400,00	0,291
400,20	0,290
400,40	0,288
400,60	0,286
400,80	0,281
401,00	0,278
401,20	0,272
401,40	0,265
401,60	0,267
401,80	0,268
402,00	0,261
402,20	0,257
402,40	0,259
402,60	0,257
402,80	0,253
403,00	0,254
403,20	0,256
403,40	0,260
403,60	0,263
403,80	0,263
404,00	0,267
404,20	0,274
404,40	0,279
404,60	0,284
404,80	0,286
405,00	0,290
405,20	0,297
405,40	0,298
405,60	0,299
405,80	0,302
406,00	0,303
406,20	0,304
406,40	0,304
406,60	0,302
406,80	0,300
407,00	0,299
407,20	0,295
407,40	0,290
407,60	0,284
407,80	0,280
408,00	0,278
408,20	0,275
408,40	0,270
408,60	0,264
408,80	0,262
409,00	0,259
409,20	0,259
409,40	0,258
409,60	0,252
409,80	0,252
410,00	0,254
410,20	0,256
410,40	0,257
410,60	0,258
410,80	0,264
411,00	0,270
411,20	0,275
411,40	0,279
411,60	0,285
411,80	0,289
412,00	0,291
412,20	0,296
412,40	0,298
412,60	0,299
412,80	0,301
413,00	0,305
413,20	0,307
413,40	0,306
413,60	0,305
413,80	0,304
414,00	0,300
414,20	0,295
414,40	0,292
414,60	0,291
414,80	0,289
415,00	0,286
415,20	0,279
415,40	0,269
415,60	0,264
415,80	0,263
416,00	0,262
416,20	0,258
416,40	0,255
416,60	0,255
416,80	0,256
417,00	0,256
417,20	0,257
417,40	0,255
417,60	0,256
417,80	0,259
418,00	0,259
418,20	0,259
418,40	0,263
418,60	0,267
418,80	0,270
419,00	0,276
419,20	0,278
419,40	0,280
419,60	0,285
419,80	0,287
420,00	0,288
420,20	0,291
420,40	0,292
420,60	0,293
420,80	0,296
421,00	0,298
421,20	0,298
421,40	0,294
421,60	0,290
421,80	0,288
422,00	0,285
422,20	0,281
422,40	0,279
422,60	0,276
422,80	0,271
423,00	0,267
423,20	0,265
423,40	0,259
423,60	0,257
423,80	0,256
424,00	0,254
424,20	0,254
424,40	0,251
424,60	0,251
424,80	0,252
425,00	0,254
425,20	0,255
425,40	0,257
425,60	0,262
425,80	0,266
426,00	0,268
426,20	0,270
426,40	0,273
426,60	0,278
426,80	0,279
427,00	0,280
427,20	0,283
427,40	0,284
427,60	0,284
427,80	0,283
428,00	0,285
428,20	0,288
428,40	0,286
428,60	0,283
428,80	0,283
429,00	0,282
429,20	0,279
429,40	0,275
429,60	0,272
429,80	0,270
430,00	0,265
430,20	0,261
430,40	0,259
430,60	0,255
430,80	0,253
431,00	0,251
431,20	0,248
431,40	0,246
431,60	0,245
431,80	0,243
432,00	0,244
432,20	0,245
432,40	0,246
432,60	0,249
432,80	0,253
433,00	0,256
433,20	0,260
433,40	0,264
433,60	0,266
433,80	0,271
434,00	0,274
434,20	0,277
434,40	0,278
434,60	0,278
434,80	0,282
435,00	0,286
435,20	0,288
435,40	0,289
435,60	0,289
435,80	0,288
436,00	0,287
436,20	0,288
436,40	0,289
436,60	0,287
436,80	0,284
437,00	0,283
437,20	0,282
437,40	0,278
437,60	0,275
437,80	0,273
438,00	0,268
438,20	0,264
438,40	0,260
438,60	0,256
438,80	0,253
439,00	0,252
439,20	0,247
439,40	0,243
439,60	0,240
439,80	0,239
440,00	0,239
440,20	0,238
440,40	0,239
440,60	0,240
440,80	0,241
441,00	0,243
441,20	0,243
441,40	0,246
441,60	0,251
441,80	0,256
442,00	0,261
442,20	0,265
442,40	0,267
442,60	0,271
442,80	0,276
443,00	0,282
443,20	0,287
443,40	0,290
443,60	0,293
443,80	0,294
444,00	0,296
444,20	0,297
444,40	0,299
444,60	0,298
444,80	0,297
445,00	0,296
445,20	0,288
445,40	0,286
445,60	0,287
445,80	0,283
446,00	0,279
446,20	0,273
446,40	0,268
446,60	0,266
446,80	0,262
447,00	0,257
447,20	0,253
447,40	0,250
447,60	0,248
447,80	0,246
448,00	0,243
448,20	0,240
448,40	0,239
448,60	0,239
448,80	0,239
449,00	0,240
449,20	0,242
449,40	0,246
449,60	0,250
449,80	0,251
450,00	0,254
450,20	0,258
450,40	0,261
450,60	0,264
450,80	0,269
451,00	0,273
451,20	0,277
451,40	0,281
451,60	0,282
451,80	0,285
452,00	0,289
452,20	0,291
452,40	0,294
452,60	0,296
452,80	0,298
453,00	0,299
453,20	0,298
453,40	0,296
453,60	0,294
453,80	0,293
454,00	0,291
454,20	0,288
454,40	0,286
454,60	0,283
454,80	0,281
455,00	0,276
455,20	0,273
455,40	0,271
455,60	0,268
455,80	0,264
456,00	0,262
456,20	0,257
456,40	0,252
456,60	0,248
456,80	0,245
457,00	0,243
457,20	0,242
457,40	0,240
457,60	0,240
457,80	0,239
458,00	0,240
458,20	0,241
458,40	0,242
458,60	0,245
458,80	0,248
459,00	0,250
459,20	0,252
459,40	0,255
459,60	0,258
459,80	0,262
460,00	0,266
460,20	0,268
460,40	0,271
460,60	0,275
460,80	0,275
461,00	0,277
461,20	0,281
461,40	0,283
461,60	0,285
461,80	0,286
462,00	0,285
462,20	0,285
462,40	0,286
462,60	0,285
462,80	0,284
463,00	0,285
463,20	0,282
463,40	0,276
463,60	0,273
463,80	0,271
464,00	0,268
464,20	0,264
464,40	0,260
464,60	0,258
464,80	0,256
465,00	0,253
465,20	0,252
465,40	0,248
465,60	0,243
465,80	0,240
466,00	0,236
466,20	0,236
466,40	0,235
466,60	0,235
466,80	0,234
467,00	0,234
467,20	0,233
467,40	0,235
467,60	0,238
467,80	0,240
468,00	0,242
468,20	0,246
468,40	0,247
468,60	0,249
468,80	0,251
469,00	0,255
469,20	0,259
469,40	0,260
469,60	0,264
469,80	0,268
470,00	0,269
470,20	0,268
470,40	0,271
470,60	0,275
470,80	0,277
471,00	0,278
471,20	0,279
471,40	0,281
471,60	0,283
471,80	0,283
472,00	0,282
472,20	0,281
472,40	0,280
472,60	0,279
472,80	0,277
473,00	0,276
473,20	0,274
473,40	0,271
473,60	0,267
473,80	0,266
474,00	0,264
474,20	0,259
474,40	0,257
474,60	0,254
474,80	0,251
475,00	0,249
475,20	0,246
475,40	0,245
475,60	0,242
475,80	0,239
476,00	0,237
476,20	0,235
476,40	0,234
476,60	0,233
476,80	0,232
477,00	0,231
477,20	0,232
477,40	0,232
477,60	0,234
477,80	0,238
478,00	0,241
478,20	0,243
478,40	0,247
478,60	0,251
478,80	0,252
479,00	0,255
479,20	0,258
479,40	0,262
479,60	0,267
479,80	0,269
480,00	0,270
480,20	0,274
480,40	0,276
480,60	0,276
480,80	0,277
481,00	0,280
481,20	0,281
481,40	0,282
481,60	0,283
481,80	0,282
482,00	0,282
482,20	0,281
482,40	0,279
482,60	0,277
482,80	0,274
483,00	0,272
483,20	0,270
483,40	0,268
483,60	0,265
483,80	0,262
484,00	0,258
484,20	0,255
484,40	0,254
484,60	0,249
484,80	0,245
485,00	0,244
485,20	0,243
485,40	0,240
485,60	0,237
485,80	0,237
486,00	0,235
486,20	0,232
486,40	0,233
486,60	0,233
486,80	0,232
487,00	0,234
487,20	0,234
487,40	0,234
487,60	0,235
487,80	0,236
488,00	0,240
488,20	0,242
488,40	0,244
488,60	0,247
488,80	0,249
489,00	0,252
489,20	0,254
489,40	0,255
489,60	0,259
489,80	0,261
490,00	0,262
490,20	0,264
490,40	0,265
490,60	0,267
490,80	0,269
491,00	0,270
491,20	0,270
491,40	0,271
491,60	0,274
491,80	0,275
492,00	0,275
492,20	0,273
492,40	0,272
492,60	0,272
492,80	0,272
493,00	0,272
493,20	0,269
493,40	0,266
493,60	0,263
493,80	0,260
494,00	0,258
494,20	0,256
494,40	0,252
494,60	0,249
494,80	0,245
495,00	0,241
495,20	0,240
495,40	0,238
495,60	0,236
495,80	0,236
496,00	0,234
496,20	0,234
496,40	0,234
496,60	0,234
496,80	0,234
497,00	0,233
497,20	0,234
497,40	0,237
497,60	0,239
497,80	0,241
498,00	0,241
498,20	0,242
498,40	0,244
498,60	0,247
498,80	0,250
499,00	0,253
499,20	0,255
499,40	0,258
499,60	0,261
499,80	0,264
500,00	0,267
500,20	0,269
500,40	0,270
500,60	0,274
500,80	0,277
501,00	0,278
501,20	0,280
501,40	0,281
501,60	0,282
501,80	0,283
502,00	0,285
502,20	0,286
502,40	0,285
502,60	0,283
502,80	0,282
503,00	0,283
503,20	0,281
503,40	0,277
503,60	0,276
503,80	0,274
504,00	0,271
504,20	0,269
504,40	0,269
504,60	0,266
504,80	0,262
505,00	0,259
505,20	0,256
505,40	0,253
505,60	0,249
505,80	0,246
506,00	0,244
506,20	0,241
506,40	0,240
506,60	0,237
506,80	0,234
507,00	0,233
507,20	0,233
507,40	0,232
507,60	0,231
507,80	0,229
508,00	0,230
508,20	0,232
508,40	0,232
508,60	0,231
508,80	0,230
509,00	0,231
509,20	0,233
509,40	0,235
509,60	0,235
509,80	0,236
510,00	0,238
510,20	0,242
510,40	0,247
510,60	0,249
510,80	0,252
511,00	0,254
511,20	0,255
511,40	0,257
511,60	0,260
511,80	0,262
512,00	0,264
512,20	0,266
512,40	0,269
512,60	0,272
512,80	0,273
513,00	0,273
513,20	0,272
513,40	0,274
513,60	0,276
513,80	0,276
514,00	0,277
514,20	0,276
514,40	0,275
514,60	0,274
514,80	0,272
515,00	0,271
515,20	0,268
515,40	0,265
515,60	0,263
515,80	0,261
516,00	0,259
516,20	0,259
516,40	0,255
516,60	0,250
516,80	0,248
517,00	0,246
517,20	0,244
517,40	0,242
517,60	0,238
517,80	0,235
518,00	0,233
518,20	0,230
518,40	0,227
518,60	0,227
518,80	0,225
519,00	0,222
519,20	0,221
519,40	0,222
519,60	0,222
519,80	0,221
520,00	0,220
520,20	0,219
520,40	0,220
520,60	0,223
520,80	0,226
521,00	0,225
521,20	0,225
521,40	0,227
521,60	0,230
521,80	0,234
522,00	0,236
522,20	0,238
522,40	0,241
522,60	0,243
522,80	0,249
523,00	0,252
523,20	0,253
523,40	0,257
523,60	0,260
523,80	0,260
524,00	0,262
524,20	0,264
524,40	0,266
524,60	0,270
524,80	0,273
525,00	0,274
525,20	0,273
525,40	0,273
525,60	0,273
525,80	0,274
526,00	0,275
526,20	0,274
526,40	0,273
526,60	0,271
526,80	0,269
527,00	0,269
527,20	0,267
527,40	0,265
527,60	0,265
527,80	0,263
528,00	0,261
